Accession	Organism_Name	GenBank_RefSeq	Release_Date	Isolate	Species	Genus	Family	Length	Nuc_Completeness	Genotype	Segment	Country	Host	Tissue_Specimen_Source	Collection_Date	GenBank_Title
NC_076781	Plasmopara viticola lesion associated ourmia-like virus 51	RefSeq	2023-05-04	DMG-A_34547	Betascleroulivirus lambdaplasmoparae	Betascleroulivirus	Botourmiaviridae	2308	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 51 isolate DMG-A_34547 RNA dependent RNA polymerase (QKR56_gp1) gene, complete cds
NC_076782	Plasmopara viticola lesion associated ourmia-like virus 52	RefSeq	2023-05-04	DMG-E_27866	Betabotoulivirus deltaplasmoparae	Betabotoulivirus	Botourmiaviridae	2823	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 52 isolate DMG-E_27866 RNA dependent RNA polymerase (QKR57_gp1) gene, complete cds
NC_076783	Plasmopara viticola lesion associated ourmia-like virus 53	RefSeq	2023-05-04	DMS5_30737	Betabotoulivirus epsilonplasmoparae	Betabotoulivirus	Botourmiaviridae	2748	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 53 isolate DMS5_30737 RNA dependent RNA polymerase (QKR58_gp1) gene, complete cds
NC_076784	Plasmopara viticola lesion associated ourmia-like virus 54	RefSeq	2023-05-04	DMS8_17200	Betabotoulivirus zetaplasmoparae	Betabotoulivirus	Botourmiaviridae	2577	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 54 isolate DMS8_17200 RNA dependent RNA polymerase (QKR59_gp1) gene, complete cds
NC_076785	Plasmopara viticola lesion associated ourmia-like virus 55	RefSeq	2023-05-04	DMG-A_37194	Betabotoulivirus etaplasmoparae	Betabotoulivirus	Botourmiaviridae	2568	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 55 isolate DMG-A_37194 RNA dependent RNA polymerase (QKR60_gp1) gene, complete cds
NC_076786	Plasmopara viticola lesion associated ourmia-like virus 56	RefSeq	2023-05-04	DMS4_34773	Botoulivirus betaplasmoparae	Botoulivirus	Botourmiaviridae	2556	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 56 isolate DMS4_34773 RNA dependent RNA polymerase (QKR62_gp1) gene, complete cds
NC_076787	Plasmopara viticola lesion associated ourmia-like virus 57	RefSeq	2023-05-04	DMS5_22836	Botoulivirus gammaplasmoparae	Botoulivirus	Botourmiaviridae	2496	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 57 isolate DMS5_22836 RNA dependent RNA polymerase (QKR63_gp1) gene, complete cds
NC_076788	Plasmopara viticola lesion associated ourmia-like virus 58	RefSeq	2023-05-04	DMG-B_40118	Botoulivirus deltaplasmoparae	Botoulivirus	Botourmiaviridae	2493	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 58 isolate DMG-B_40118 RNA dependent RNA polymerase (QKR64_gp1) gene, complete cds
NC_076789	Plasmopara viticola lesion associated ourmia-like virus 59	RefSeq	2023-05-04	DMG-C_25545	Botoulivirus epsilonplasmoparae	Botoulivirus	Botourmiaviridae	2363	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 59 isolate DMG-C_25545 RNA dependent RNA polymerase (QKR65_gp1) gene, complete cds
NC_076790	Plasmopara viticola lesion associated ourmia-like virus 60	RefSeq	2023-05-04	DMS6_38778	Betabotoulivirus thetaplasmoparae	Betabotoulivirus	Botourmiaviridae	2259	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 60 isolate DMS6_38778 RNA dependent RNA polymerase (QKR66_gp1) gene, complete cds
NC_076791	Plasmopara viticola lesion associated ourmia-like virus 61	RefSeq	2023-05-04	DMG-A_34540	Botoulivirus zetaplasmoparae	Botoulivirus	Botourmiaviridae	2366	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 61 isolate DMG-A_34540 RNA dependent RNA polymerase (QKR67_gp1) gene, complete cds
NC_076792	Plasmopara viticola lesion associated ourmia-like virus 62	RefSeq	2023-05-04	DMG-B_52062	Scleroulivirus deltaplasmoparae	Scleroulivirus	Botourmiaviridae	2863	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 62 isolate DMG-B_52062 RNA dependent RNA polymerase (QKR68_gp1) gene, complete cds
NC_076793	Plasmopara viticola lesion associated ourmia-like virus 63	RefSeq	2023-05-04	DMG-B_Contig3	Scleroulivirus epsilonplasmoparae	Scleroulivirus	Botourmiaviridae	2851	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 63 isolate DMG-B_Contig3 RNA dependent RNA polymerase (QKR69_gp1) gene, complete cds
NC_076794	Plasmopara viticola lesion associated ourmia-like virus 64	RefSeq	2023-05-04	DMG-A_13793	Deltascleroulivirus alphaplasmoparae	Deltascleroulivirus	Botourmiaviridae	2697	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 64 isolate DMG-A_13793 RNA dependent RNA polymerase (QKR70_gp1) gene, complete cds
NC_076795	Plasmopara viticola lesion associated ourmia-like virus 66	RefSeq	2023-05-04	DMG-D_29889	Scleroulivirus zetaplasmoparae	Scleroulivirus	Botourmiaviridae	2553	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 66 isolate DMG-D_29889 RNA dependent RNA polymerase (QKR71_gp1) gene, complete cds
NC_076796	Plasmopara viticola lesion associated ourmia-like virus 67	RefSeq	2023-05-04	DMS4_34267	Betascleroulivirus miplasmoparae	Betascleroulivirus	Botourmiaviridae	2515	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 67 isolate DMS4_34267 RNA dependent RNA polymerase (QKR72_gp1) gene, complete cds
NC_076797	Plasmopara viticola lesion associated ourmia-like virus 68	RefSeq	2023-05-04	DMG-A_29743	Scleroulivirus etaplasmoparae	Scleroulivirus	Botourmiaviridae	2505	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 68 isolate DMG-A_29743 RNA dependent RNA polymerase (QKR73_gp1) gene, complete cds
NC_076798	Plasmopara viticola lesion associated ourmia-like virus 69	RefSeq	2023-05-04	DMS3_30497	Scleroulivirus thetaplasmoparae	Scleroulivirus	Botourmiaviridae	2462	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 69 isolate DMS3_30497 RNA dependent RNA polymerase (QKR74_gp1) gene, complete cds
NC_076799	Plasmopara viticola lesion associated ourmia-like virus 70	RefSeq	2023-05-04	DMS8_24225	Scleroulivirus iotaplasmoparae	Scleroulivirus	Botourmiaviridae	2427	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 70 isolate DMS8_24225 RNA dependent RNA polymerase (QKR75_gp1) gene, complete cds
NC_076800	Plasmopara viticola lesion associated ourmia-like virus 71	RefSeq	2023-05-04	DMG-B_53902	Scleroulivirus kappaplasmoparae	Scleroulivirus	Botourmiaviridae	2338	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 71 isolate DMG-B_53902 RNA dependent RNA polymerase (QKR76_gp1) gene, complete cds
NC_076801	Plasmopara viticola lesion associated ourmia-like virus 72	RefSeq	2023-05-04	DMG-F_43929	Scleroulivirus lambdaplasmoparae	Scleroulivirus	Botourmiaviridae	2339	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 72 isolate DMG-F_43929 RNA dependent RNA polymerase (QKR77_gp1) gene, complete cds
NC_076802	Plasmopara viticola lesion associated ourmia-like virus 73	RefSeq	2023-05-04	DMS5_37835	Scleroulivirus miplasmoparae	Scleroulivirus	Botourmiaviridae	2327	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 73 isolate DMS5_37835 RNA dependent RNA polymerase (QKR78_gp1) gene, complete cds
NC_076803	Plasmopara viticola lesion associated ourmia-like virus 74	RefSeq	2023-05-04	DMG-C_28482	Scleroulivirus niplasmoparae	Scleroulivirus	Botourmiaviridae	2291	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 74 isolate DMG-C_28482 RNA dependent RNA polymerase (QKR79_gp1) gene, complete cds
NC_076804	Plasmopara viticola lesion associated ourmia-like virus 75	RefSeq	2023-05-04	DMS5_37170	Scleroulivirus xiplasmoparae	Scleroulivirus	Botourmiaviridae	2270	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 75 isolate DMS5_37170 RNA dependent RNA polymerase (QKR80_gp1) gene, complete cds
NC_076805	Plasmopara viticola lesion associated ourmia-like virus 76	RefSeq	2023-05-04	DMS2_8134	Scleroulivirus omicronplasmoparae	Scleroulivirus	Botourmiaviridae	2247	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 76 isolate DMS2_8134 RNA dependent RNA polymerase (QKR81_gp1) gene, complete cds
NC_076806	Plasmopara viticola lesion associated ourmia-like virus 77	RefSeq	2023-05-04	DMG-D_18755	Scleroulivirus piplasmoparae	Scleroulivirus	Botourmiaviridae	2240	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 77 isolate DMG-D_18755 RNA dependent RNA polymerase (QKR82_gp1) gene, complete cds
NC_076807	Plasmopara viticola lesion associated ourmia-like virus 78	RefSeq	2023-05-04	DMG-F_41358	Scleroulivirus rhoplasmoparae	Scleroulivirus	Botourmiaviridae	2193	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 78 isolate DMG-F_41358 RNA dependent RNA polymerase (QKR83_gp1) gene, complete cds
NC_076808	Plasmopara viticola lesion associated ourmia-like virus 79	RefSeq	2023-05-04	DMS10_26511	Scleroulivirus sigmaplasmoparae	Scleroulivirus	Botourmiaviridae	2101	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 79 isolate DMS10_26511 RNA dependent RNA polymerase (QKR84_gp1) gene, complete cds
NC_076809	Plasmopara viticola lesion associated ourmia-like virus 80	RefSeq	2023-05-04	DMS10_21607	Deltascleroulivirus betaplasmoparae	Deltascleroulivirus	Botourmiaviridae	3000	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 80 isolate DMS10_21607 RNA dependent RNA polymerase (QKR85_gp1) gene, complete cds
NC_076810	Plasmopara viticola lesion associated ourmia-like virus 81	RefSeq	2023-05-04	DMG-B_54471	Botoulivirus etaplasmoparae	Botoulivirus	Botourmiaviridae	2352	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 81 isolate DMG-B_54471 RNA dependent RNA polymerase (QKR86_gp1) gene, complete cds
NC_076811	Plasmopara viticola lesion associated ourmia-like virus 82	RefSeq	2023-05-04	DMS4_33408	Penoulivirus alphaplasmoparae	Penoulivirus	Botourmiaviridae	3324	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 82 isolate DMS4_33408 RNA dependent RNA polymerase (QKR87_gp1) gene, partial cds
NC_076812	Plasmopara viticola lesion associated ourmia-like virus 83	RefSeq	2023-05-04	DMS6_43509	Penoulivirus betaplasmoparae	Penoulivirus	Botourmiaviridae	3111	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 83 isolate DMS6_43509 RNA dependent RNA polymerase (QKR88_gp1) gene, complete cds
NC_076813	Plasmopara viticola lesion associated ourmia-like virus 84	RefSeq	2023-05-04	DMG-B_49894	Penoulivirus gammaplasmoparae	Penoulivirus	Botourmiaviridae	3103	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 84 isolate DMG-B_49894 RNA dependent RNA polymerase (QKR89_gp1) gene, complete cds
NC_076814	Plasmopara viticola lesion associated ourmia-like virus 85	RefSeq	2023-05-04	DMG-C_28820	Penoulivirus deltaplasmoparae	Penoulivirus	Botourmiaviridae	3060	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 85 isolate DMG-C_28820 RNA dependent RNA polymerase (QKR90_gp1) gene, complete cds
NC_076815	Plasmopara viticola lesion associated ourmia-like virus 87	RefSeq	2023-05-04	DMS6_41719	Penoulivirus epsilonplasmoparae	Penoulivirus	Botourmiaviridae	2889	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 87 isolate DMS6_41719 RNA dependent RNA polymerase (QKR91_gp1) gene, complete cds
NC_076816	Plasmopara viticola lesion associated ourmia-like virus 88	RefSeq	2023-05-04	DMS8_23510	Penoulivirus zetaplasmoparae	Penoulivirus	Botourmiaviridae	2778	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 88 isolate DMS8_23510 RNA dependent RNA polymerase (QKR92_gp1) gene, complete cds
NC_076817	Plasmopara viticola lesion associated ourmia-like virus 89	RefSeq	2023-05-04	DMG-B_53516	Penoulivirus etaplasmoparae	Penoulivirus	Botourmiaviridae	2660	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 89 isolate DMG-B_53516 RNA dependent RNA polymerase (QKR93_gp1) gene, complete cds
NC_076818	Plasmopara viticola lesion associated ourmia-like virus 90	RefSeq	2023-05-04	DMG-E_28272	Penoulivirus thetaplasmoparae	Penoulivirus	Botourmiaviridae	2618	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 90 isolate DMG-E_28272 RNA dependent RNA polymerase (QKR94_gp1) gene, partial cds
NC_076819	Plasmopara viticola lesion associated ourmia-like virus 91	RefSeq	2023-05-04	DMS2_12910	Penoulivirus iotaplasmoparae	Penoulivirus	Botourmiaviridae	2522	complete			Spain	Plasmopara viticola		2018	Plasmopara viticola lesion associated ourmia-like virus 91 isolate DMS2_12910 RNA dependent RNA polymerase (QKR95_gp1) gene, complete cds
NC_076820	Plasmopara viticola lesion associated fusarivirus 1	RefSeq	2023-05-04	DMG-B-DN53634	Alphafusarivirus plasmoparae	Alphafusarivirus	Fusariviridae	6643	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated fusarivirus 1 isolate DMG-B-DN53634 RdRp (QKR96_gp1) and ORF2 (QKR96_gp2) genes, complete cds
NC_076821	Plasmopara viticola lesion associated fusarivirus 2	RefSeq	2023-05-04	DMG-A-DN22538	Alphafusarivirus italiae	Alphafusarivirus	Fusariviridae	6222	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated fusarivirus 2 isolate DMG-A-DN22538 RdRp (QKR97_gp1) and ORF2 (QKR97_gp2) genes, complete cds
NC_076822	Plasmopara viticola lesion associated yadokari virus 1	RefSeq	2023-05-04	DMG-B-DN53434	Alphayadokarivirus gobani	Alphayadokarivirus	Yadokariviridae	2879	complete			Italy	Plasmopara viticola		2018	Plasmopara viticola lesion associated yadokari virus 1 isolate DMG-B-DN53434 RdRp (QKR98_gp1) gene, complete cds
NC_076823	Botryosphaeria dothidea fusarivirus 1	RefSeq	2023-05-04		Alphafusarivirus botryospheriae	Alphafusarivirus	Fusariviridae	6179	complete			China			2010	Botryosphaeria dothidea fusarivirus 1 strain SDAU11-86, complete genome
NC_076824	Fusarium oxysporum f. sp. dianthi mitovirus 1	RefSeq	2023-05-04	Fod 312	Unuamitovirus fuox1	Unuamitovirus	Mitoviridae	2313	complete			Colombia	Fusarium oxysporum f. sp. dianthi		2012	Fusarium oxysporum f. sp. dianthi mitovirus 1 isolate Fod 312 putative RNA-dependent RNA polymerase (QKS00_gp1) gene, complete cds
NC_076825	Groundnut rosette assistor virus	RefSeq	2023-05-04	SC7.1	Groundnut rosette assistor virus		Solemoviridae	5850	complete			Kenya	Arachis		2015	Groundnut rosette assistor virus isolate SC7.1, complete genome
NC_076826	Botrytis cinerea ourmia-like virus 1	RefSeq	2023-05-04	BCS12_DN83	Penoulivirus alphabotrytidis	Penoulivirus	Botourmiaviridae	5185	complete			Spain	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 1 isolate BCS12_DN83, complete genome
NC_076827	Botrytis cinerea ourmia-like virus 2	RefSeq	2023-05-04	BCS12_DN83	Penoulivirus betabotrytidis	Penoulivirus	Botourmiaviridae	3561	complete			Spain	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 2 isolate BCS12_DN83, complete genome
NC_076828	Botrytis cinerea ourmia-like virus 3	RefSeq	2023-05-04	BCS8_TRINITY_DN11	Penoulivirus gammabotrytidis	Penoulivirus	Botourmiaviridae	3286	complete			Spain	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 3 isolate BCS8_TRINITY_DN11, complete genome
NC_076829	Botrytis cinerea ourmia-like virus 4	RefSeq	2023-05-04	BCI10_DN4356	Botoulivirus alphabotrytidis	Botoulivirus	Botourmiaviridae	2861	complete			Italy	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 4 isolate BCI10_DN4356, complete genome
NC_076830	Botrytis cinerea ourmia-like virus 5	RefSeq	2023-05-04	BCI5_DN19	Deltascleroulivirus botrytidis	Deltascleroulivirus	Botourmiaviridae	3376	complete			Italy	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 5 isolate BCI5_DN19, complete genome
NC_076831	Botrytis cinerea ourmia-like virus 6	RefSeq	2023-05-04	BCS1_DN27	Magoulivirus alphabotrytidis	Magoulivirus	Botourmiaviridae	2697	complete			Spain	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 6 isolate BCS1_DN27, complete genome
NC_076832	Botrytis cinerea ourmia-like virus 7	RefSeq	2023-05-04	BCS14_DN363	Magoulivirus betabotrytidis	Magoulivirus	Botourmiaviridae	2100	complete			Spain	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 7 isolate BCS14_DN363, complete genome
NC_076833	Botrytis cinerea ourmia-like virus 10	RefSeq	2023-05-04	BCS1_DN3465	Betascleroulivirus botrytidis	Betascleroulivirus	Botourmiaviridae	2430	complete			Spain	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 10 isolate BCS1_DN3465, complete genome
NC_076834	Botrytis cinerea ourmia-like virus 11	RefSeq	2023-05-04	BCI7_DN2190	Botoulivirus betabotrytidis	Botoulivirus	Botourmiaviridae	2850	complete			Italy	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 11 isolate BCI7_DN2190, complete genome
NC_076835	Botrytis cinerea ourmia-like virus 12	RefSeq	2023-05-04	BCI10_DN3618	Botoulivirus gammabotrytidis	Botoulivirus	Botourmiaviridae	2898	complete			Spain	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 12 isolate BCI10_DN3618, complete genome
NC_076836	Botrytis cinerea ourmia-like virus 13	RefSeq	2023-05-04	BCS2_15	Botoulivirus deltabotrytidis	Botoulivirus	Botourmiaviridae	2877	complete			Spain	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 13 isolate BCS2_15, complete genome
NC_076837	Botrytis cinerea ourmia-like virus 14	RefSeq	2023-05-04	BCS15_DN11704	Botoulivirus epsilonbotrytidis	Botoulivirus	Botourmiaviridae	2484	complete			Spain	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 14 isolate BCS15_DN11704, complete genome
NC_076838	Botrytis cinerea ourmia-like virus 15	RefSeq	2023-05-04	BCS2_DN470	Botoulivirus zetabotrytidis	Botoulivirus	Botourmiaviridae	2428	complete			Spain	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 15 isolate BCS2_DN470, complete genome
NC_076839	Botrytis cinerea ourmia-like virus 16	RefSeq	2023-05-04	BCS12_1	Botoulivirus etabotrytidis	Botoulivirus	Botourmiaviridae	2493	complete			Spain	Botrytis cinerea		2018	Botrytis cinerea ourmia-like virus 16 isolate BCS12_1, complete genome
