acc	refseq_len	segment_name	superkingdom	kingdom	family	genus	species
NC_030414	2554	segment 4	Viruses	Orthornavirae	Spinareoviridae	Aquareovirus	Etheostoma fonticola aquareovirus
NC_030408	1317	segment 8	Viruses	Orthornavirae	Spinareoviridae	Aquareovirus	Etheostoma fonticola aquareovirus
NC_030391	9369	segment	Viruses	Orthornavirae	Potyviridae	Potyvirus	Wild onion symptomless virus
NC_030399	2631	segment	Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus crri5
NC_030397	2479	segment	Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus crri4
NC_030447	2264	segment	Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus HV-GcV1
NC_030448	2262	segment	Viruses	Shotokuvirae	Genomoviridae	Gemykibivirus	Gemykibivirus humas5
NC_030479	1524	segment 2	Viruses	Orthornavirae	Partitiviridae		Pseudogymnoascus destructans partitivirus-pa
NC_030480	1682	segment 1	Viruses	Orthornavirae	Partitiviridae		Pseudogymnoascus destructans partitivirus-pa
NC_030458	5016	segment	Viruses	Sangervirae	Microviridae		Chimpanzee faeces associated microphage 3
NC_030472	4851	segment	Viruses	Sangervirae	Microviridae		Chimpanzee faeces associated microphage 1
NC_030462	6966	segment	Viruses	Pararnavirae	Caulimoviridae	Badnavirus	Badnavirus alphamaculaflavicannae
NC_030648	748	segment	Viruses				Carrot mottle mimic virus satellite RNA
NC_030655	10644	segment	Viruses	Orthornavirae			Rhizoctonia solani flexivirus 1
NC_030657	6400	segment	Viruses	Orthornavirae	Betaflexiviridae	Capillovirus	Yacon virus A
NC_030658	1833	segment RNA 5	Viruses	Orthornavirae	Fimoviridae	Emaravirus	Emaravirus toordali
NC_030659	1194	segment RNA 6	Viruses	Orthornavirae	Fimoviridae	Emaravirus	Emaravirus toordali
NC_030660	7009	segment RNA 1	Viruses	Orthornavirae	Fimoviridae	Emaravirus	Emaravirus toordali
NC_030661	1335	segment RNA 3	Viruses	Orthornavirae	Fimoviridae	Emaravirus	Emaravirus toordali
NC_030662	2229	segment RNA 2	Viruses	Orthornavirae	Fimoviridae	Emaravirus	Emaravirus toordali
NC_030663	1491	segment RNA 4	Viruses	Orthornavirae	Fimoviridae	Emaravirus	Emaravirus toordali
NC_030654	8246	segment	Viruses	Orthornavirae	Deltaflexiviridae	Deltaflexivirus	Fusarium deltaflexivirus 1
NC_030651	10913	segment	Viruses	Orthornavirae	Solinviviridae	Nyfulvavirus	Nylanderia fulva virus 1
NC_030650	2568	segment	Viruses		Anelloviridae	Omegatorquevirus	Omegatorquevirus hominid1
NC_030649	745	segment	Viruses				Carrot mottle virus satellite RNA
NC_030653	10908	segment	Viruses	Orthornavirae	Flaviviridae	Pestivirus	Pestivirus scrofae
NC_030693	6863	segment	Viruses	Orthornavirae	Tymoviridae	Maculavirus	Grapevine Red Globe virus
NC_030697	9808	segment	Viruses	Orthornavirae			Picornavirales Bu-3
NC_030699	2759	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Ramie mosaic Yunnan virus
NC_030701	8798	segment	Viruses	Orthornavirae	Bornaviridae	Orthobornavirus	Orthobornavirus sciuri
NC_030745	9224	segment	Viruses	Orthornavirae		Husavirus	Husa-like virus KS-2016a
NC_030744	9868	segment	Viruses	Orthornavirae			Picornavirales Tottori-HG1
NC_030742	3935	segment	Viruses	Orthornavirae	Tombusviridae	Tralespevirus	Tralespevirus gompholobii
NC_030749	2740	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Malvastrum yellow vein Honghe virus
NC_030748	2742	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Senna leaf curl virus
NC_030746	6775	segment	Viruses	Orthornavirae	Alphaflexiviridae	Potexvirus	Senna mosaic virus
NC_030747	2506	segment	Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus alar1
NC_030750	6515	segment M	Viruses	Orthornavirae	Phasmaviridae	Wuhivirus	Wuhivirus insecti
NC_030752	7243	segment L	Viruses	Orthornavirae	Phasmaviridae	Wuhivirus	Wuhivirus insecti
NC_030793	7484	segment	Viruses	Orthornavirae	Caliciviridae	Nebovirus	Bovine calicivirus strain Kirklareli
NC_030801	7149	segment	Viruses	Shotokuvirae	Papillomaviridae	Dyoxipapillomavirus	Dyoxipapillomavirus 2
NC_030800	7277	segment	Viruses	Shotokuvirae	Papillomaviridae		Bos taurus papillomavirus 20
NC_030799	7253	segment	Viruses	Shotokuvirae	Papillomaviridae	Dyoxipapillomavirus	Dyoxipapillomavirus 2
NC_030798	7282	segment	Viruses	Shotokuvirae	Papillomaviridae	Dyokappapapillomavirus	Dyokappapapillomavirus 4
NC_030797	7402	segment	Viruses	Shotokuvirae	Papillomaviridae	Xipapillomavirus	Xipapillomavirus 4
NC_030796	7527	segment	Viruses	Shotokuvirae	Papillomaviridae	Dyokappapapillomavirus	Dyokappapapillomavirus 3
NC_030795	7961	segment	Viruses	Shotokuvirae	Papillomaviridae	Deltapapillomavirus	Deltapapillomavirus 4
NC_030794	9859	segment	Viruses	Orthornavirae	Potyviridae	Potyvirus	Callistephus mottle virus
NC_030838	7299	segment	Viruses	Shotokuvirae	Polyomaviridae	Thetapolyomavirus	Thetapolyomavirus spari
NC_030837	4639	segment	Viruses	Shotokuvirae	Parvoviridae		Sea otter parvovirus 1
NC_030840	9778	segment	Viruses	Orthornavirae	Potyviridae	Ipomovirus	Coccinia mottle virus
NC_030847	9837	segment	Viruses	Orthornavirae	Potyviridae	Potyvirus	Barbacena virus Y
NC_030839	5748	segment	Viruses	Shotokuvirae	Papillomaviridae	Alefpapillomavirus	Alefpapillomavirus 1
NC_030844	6434	segment	Viruses	Orthornavirae			Bat tymo-like virus
NC_030843	8946	segment	Viruses	Orthornavirae	Picornaviridae		Washington bat picornavirus
NC_030922	6673	segment	Viruses	Orthornavirae	Astroviridae	Mamastrovirus	Mamastrovirus 1
NC_030926	8506	segment	Viruses	Orthornavirae	Betaflexiviridae	Carlavirus	Jasmine virus C
NC_030938	9639	segment	Viruses	Orthornavirae	Endornaviridae	Betaendornavirus	Rosellinia necatrix betaendornavirus 1
NC_030864	2387	segment	Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus fupo4
NC_030863	2718	segment	Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus fupo3
NC_030862	2414	segment	Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus fupo2
NC_030861	2397	segment	Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus fupo1
NC_030873	5224	segment	Viruses	Shotokuvirae	Parvoviridae	Bocaparvovirus	Bocaparvovirus carnivoran6
NC_030876	1918	segment 2	Viruses	Orthornavirae	Partitiviridae		Sophora japonica powdery mildew-associated partitivirus
NC_030875	1955	segment 1	Viruses	Orthornavirae	Partitiviridae		Sophora japonica powdery mildew-associated partitivirus
NC_030872	6608	segment	Viruses				Fusarium poae negative-stranded virus 2
NC_030871	7747	segment	Viruses				Fusarium poae negative-stranded virus 1
NC_030870	4224	segment	Viruses	Orthornavirae	Yadokariviridae	Betayadokarivirus	Betayadokarivirus ichibani
NC_030869	9148	segment	Viruses				Fusarium poae mycovirus 1
NC_030868	6379	segment	Viruses	Orthornavirae	Fusariviridae	Alphafusarivirus	Alphafusarivirus ioaponiae
NC_030867	5124	segment	Viruses	Orthornavirae	Totiviridae	Victorivirus	Fusarium poae victorivirus 1
NC_030877	2231		Viruses	Orthornavirae	Partitiviridae	Betapartitivirus	Fusarium poae virus 1
NC_030882	2431		Viruses	Orthornavirae	Partitiviridae	Betapartitivirus	Fusarium poae virus 1
NC_030878	2403	segment 1	Viruses	Orthornavirae	Partitiviridae		Fusarium poae partitivirus 2
NC_030879	2413	segment 2	Viruses	Orthornavirae	Partitiviridae		Fusarium poae partitivirus 2
NC_030866	2054	segment	Viruses	Orthornavirae	Narnaviridae	Narnavirus	Fusarium poae narnavirus 2
NC_030865	2297	segment	Viruses	Orthornavirae	Narnaviridae	Narnavirus	Fusarium poae narnavirus 1
NC_030887	2220	segment	Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Common bean-associated gemycircularvirus
NC_031093	12978	segment	Viruses	Orthornavirae	Rhabdoviridae		Sanxia Water Strider Virus 5
NC_031088	12930	segment	Viruses	Orthornavirae	Lispiviridae	Sanstrivirus	Sanstrivirus gerridis
NC_031141	12229	segment L	Viruses	Orthornavirae	Nairoviridae	Striwavirus	Striwavirus sanxiaense
NC_031142	4193	segment M	Viruses	Orthornavirae	Nairoviridae	Striwavirus	Striwavirus sanxiaense
NC_031083	13169	segment	Viruses	Orthornavirae	Rhabdoviridae		Huangpi Tick Virus 3
NC_031138	6441	segment L	Viruses	Orthornavirae	Phenuiviridae	Phlebovirus	Huangpi Tick Virus 2
NC_031139	3568	segment M	Viruses	Orthornavirae	Phenuiviridae	Phlebovirus	Huangpi Tick Virus 2
NC_031136	4675	segment M	Viruses	Orthornavirae	Nairoviridae	Orthonairovirus	Orthonairovirus huangpiense
NC_031135	11823	segment L	Viruses	Orthornavirae	Nairoviridae	Orthonairovirus	Orthonairovirus huangpiense
NC_031079	11843	segment	Viruses	Orthornavirae	Rhabdoviridae	Alpharicinrhavirus	Alpharicinrhavirus bole
NC_031130	2266	segment 2	Viruses	Orthornavirae	Partitiviridae	Betapartitivirus	Cannabis cryptic virus
NC_031134	2397	segment 1	Viruses	Orthornavirae	Partitiviridae	Betapartitivirus	Cannabis cryptic virus
NC_031106	9112	segment	Viruses	Orthornavirae	Picornaviridae	Rosavirus	Rosavirus C
NC_031105	8938	segment	Viruses	Orthornavirae	Picornaviridae	Rosavirus	Rosavirus B
NC_031089	8525	segment	Viruses	Orthornavirae	Betaflexiviridae	Carlavirus	Ligustrum virus A
NC_031221	7323	segment L	Viruses	Orthornavirae	Peribunyaviridae	Shangavirus	Shangavirus shuangaoense
NC_031222	4753	segment M	Viruses	Orthornavirae	Peribunyaviridae	Shangavirus	Shangavirus shuangaoense
NC_031217	10925	segment	Viruses				Shuangao Bedbug Virus 2
NC_031218	4805	segment M	Viruses	Orthornavirae	Nairoviridae	Shaspivirus	Shaspivirus aranei
NC_031220	13486	segment L	Viruses	Orthornavirae	Nairoviridae	Shaspivirus	Shaspivirus aranei
NC_031216	15462	segment	Viruses	Orthornavirae	Rhabdoviridae	Alphadrosrhavirus	Alphadrosrhavirus shayang
NC_031215	12291	segment	Viruses	Orthornavirae	Rhabdoviridae	Sigmavirus	Sigmavirus shayang
NC_031214	13732	segment	Viruses	Orthornavirae	Aliusviridae	Ollusvirus	Ollusvirus shayangense
NC_031244	12774	segment	Viruses	Orthornavirae	Xinmoviridae	Anphevirus	Anphevirus xinchengense
NC_031225	13490	segment	Viruses	Orthornavirae	Rhabdoviridae	Cytorhabdovirus	Cytorhabdovirus alphawuhaninsectum
NC_031283	14731	segment	Viruses	Orthornavirae	Rhabdoviridae	Alphadrosrhavirus	Alphadrosrhavirus hubei
NC_031282	12651	segment	Viruses	Orthornavirae	Rhabdoviridae	Sigmavirus	Sigmavirus wuhan
NC_031278	12247	segment	Viruses	Orthornavirae	Rhabdoviridae	Sigmavirus	Sigmavirus domestica
NC_031295	4454	segment M	Viruses	Orthornavirae	Phenuiviridae	Phasivirus	Phasivirus wuhanense
NC_031298	6779	segment L	Viruses	Orthornavirae	Phenuiviridae	Phasivirus	Phasivirus wuhanense
NC_031276	7202	segment	Viruses	Orthornavirae	Rhabdoviridae		Wuhan Ant Virus
NC_031293	6493	segment L	Viruses	Orthornavirae	Phasmaviridae	Orthophasmavirus	Orthophasmavirus wuchangense
NC_031294	2636	segment M	Viruses	Orthornavirae	Phasmaviridae	Orthophasmavirus	Orthophasmavirus wuchangense
NC_031287	6284	segment L	Viruses	Orthornavirae	Phenuiviridae	Wenrivirus	Wenrivirus penaei
NC_031292	2969	segment M	Viruses	Orthornavirae	Phenuiviridae	Wenrivirus	Wenrivirus penaei
NC_031291	12073	segment L	Viruses	Orthornavirae	Nairoviridae	Orthonairovirus	Orthonairovirus wenzhouense
NC_031288	4428	segment M	Viruses	Orthornavirae	Nairoviridae	Orthonairovirus	Orthonairovirus wenzhouense
NC_031248	12860	segment	Viruses	Orthornavirae	Natareviridae	Charybdivirus	Charybdivirus charybdis
NC_031275	9591	segment	Viruses	Orthornavirae	Nyamiviridae	Crustavirus	Crustavirus wenzhouense
NC_031273	11280	segment	Viruses	Orthornavirae	Rhabdoviridae		Taishun Tick Virus
NC_031272	13408	segment	Viruses	Orthornavirae	Rhabdoviridae		Tacheng Tick Virus 7
NC_031270	10787	segment	Viruses	Orthornavirae	Lispiviridae	Ganiavirus	Ganiavirus tachengense
NC_031268	8683	segment	Viruses	Orthornavirae	Rhabdoviridae		Tacheng Tick Virus 3
NC_031284	12184	segment L	Viruses	Orthornavirae	Nairoviridae	Orthonairovirus	Orthonairovirus tachengense
NC_031285	5147	segment M	Viruses	Orthornavirae	Nairoviridae	Orthonairovirus	Orthonairovirus tachengense
NC_031259	9924	segment	Viruses	Orthornavirae	Lispiviridae	Arlivirus	Arlivirus arachnae
NC_031240	11541	segment	Viruses	Orthornavirae	Rhabdoviridae	Sigmavirus	Sigmavirus lousefly
NC_031236	11165	segment	Viruses	Orthornavirae	Rhabdoviridae		Wuhan Insect virus 7
NC_031232	14191	segment	Viruses	Orthornavirae	Rhabdoviridae	Cytorhabdovirus	Cytorhabdovirus gammawuhaninsectum
NC_031227	12734	segment	Viruses	Orthornavirae	Rhabdoviridae	Cytorhabdovirus	Cytorhabdovirus betawuhaninsectum
NC_031301	11103	segment	Viruses	Orthornavirae	Rhabdoviridae	Ledantevirus	Ledantevirus wuhan
NC_031313	9549	segment 1	Viruses	Orthornavirae	Phenuiviridae	Horwuvirus	Horwuvirus wuhanense
NC_031316	2804	segment 2	Viruses	Orthornavirae	Phenuiviridae	Horwuvirus	Horwuvirus wuhanense
NC_031314	1698	segment 4	Viruses	Orthornavirae	Phenuiviridae	Horwuvirus	Horwuvirus wuhanense
NC_031304	10306	segment	Viruses	Orthornavirae	Rhabdoviridae	Alpharicinrhavirus	Alpharicinrhavirus wuhan
NC_031303	13706	segment	Viruses	Orthornavirae	Rhabdoviridae		Wuhan Mosquito Virus 9
NC_031309	2073	segment M	Viruses	Orthornavirae	Phasmaviridae	Orthophasmavirus	Orthophasmavirus aedis
NC_031312	6574	segment L	Viruses	Orthornavirae	Phasmaviridae	Orthophasmavirus	Orthophasmavirus aedis
NC_031308	2217	segment M	Viruses	Orthornavirae	Phasmaviridae	Orthophasmavirus	Orthophasmavirus wuhanense
NC_031307	6474	segment L	Viruses	Orthornavirae	Phasmaviridae	Orthophasmavirus	Orthophasmavirus wuhanense
NC_031302	11370	segment	Viruses	Orthornavirae	Rhabdoviridae	Sigmavirus	Sigmavirus hippoboscid
NC_031306	2749	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Synedrella leaf curl virus
NC_031305	10833	segment	Viruses	Orthornavirae	Rhabdoviridae	Ledantevirus	Ledantevirus yongjia
NC_031320	6421	segment L	Viruses	Orthornavirae	Phenuiviridae	Goukovirus	Goukovirus yichangense
NC_031321	3278	segment M	Viruses	Orthornavirae	Phenuiviridae	Goukovirus	Goukovirus yichangense
NC_031317	6754	segment L	Viruses	Orthornavirae	Phenuiviridae	Phasivirus	Phasivirus wutaiense
NC_031318	3864	segment M	Viruses	Orthornavirae	Phenuiviridae	Phasivirus	Phasivirus wutaiense
NC_031326	8126	segment	Viruses	Pararnavirae	Retroviridae	Betaretrovirus	Simian retrovirus 8
NC_031327	10588	segment	Viruses	Orthornavirae	Flaviviridae		Anopheles flavivirus Liberia/2013
NC_031336	14623	segment	Viruses	Orthornavirae	Endornaviridae	Alphaendornavirus	Winged bean alphaendornavirus 1
NC_031338	10056	segment	Viruses	Orthornavirae	Iflaviridae	Iflavirus	Moku virus
NC_031339	10154	segment	Viruses	Orthornavirae	Potyviridae	Potyvirus	Euphorbia ringspot virus
NC_031340	2905	segment	Viruses	Shotokuvirae	Geminiviridae	Maldovirus	Grapevine geminivirus A
NC_031341	5377	segment 1	Viruses	Orthornavirae	Mayoviridae	Idaeovirus	Idaeovirus ligustri
NC_031342	2348	segment 2	Viruses	Orthornavirae	Mayoviridae	Idaeovirus	Idaeovirus ligustri
NC_031448	2632	segment A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Macroptilium common mosaic virus
NC_031453	2598	segment B	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Macroptilium common mosaic virus
NC_031451	2621	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Wissadula yellow mosaic virus
NC_031449	19406	segment	Viruses	Orthornavirae	Endornaviridae		Ceratobasidium endornavirus D
NC_031450	5166	segment	Viruses	Shotokuvirae	Parvoviridae		Parus major densovirus
NC_031458	2609	segment A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Malvastrum bright yellow mosaic virus
NC_031459	2604	segment B	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Malvastrum bright yellow mosaic virus
NC_031454	2491	segment B	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Sida chlorotic vein virus
NC_031455	2654	segment A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Sida chlorotic vein virus
NC_031456	2692	segment A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Sida angular mosaic virus
NC_031457	2657	segment B	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Sida angular mosaic virus
NC_031452	2636	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Macroptilium bright mosaic virus
NC_031461	21004	segment	Viruses	Orthornavirae	Endornaviridae		Ceratobasidium endornavirus C
NC_031464	19293	segment	Viruses	Orthornavirae	Endornaviridae		Ceratobasidium endornavirus G
NC_031463	23635	segment	Viruses	Orthornavirae	Endornaviridae		Ceratobasidium endornavirus B
NC_031462	15207	segment	Viruses	Orthornavirae	Endornaviridae		Ceratobasidium endornavirus A
NC_031466	2759	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Lisianthus enation leaf curl virus
NC_031670	5050	segment	Viruses	Shotokuvirae	Parvoviridae	Tetraparvovirus	Tetraparvovirus sp.
NC_031695	5414	segment	Viruses	Shotokuvirae	Parvoviridae	Bocaparvovirus	Rhinolophus sinicus bocaparvovirus
NC_031692	6719	segment	Viruses	Orthornavirae	Tymoviridae	Marafivirus	Marafivirus asteroides
NC_031687	9070	segment	Viruses	Orthornavirae	Dicistroviridae		Centovirus
NC_031690	11308	segment	Viruses	Orthornavirae	Rhabdoviridae		Orgi virus
NC_031691	11238	segment	Viruses	Orthornavirae	Rhabdoviridae		Gata virus
NC_031688	9018	segment	Viruses	Orthornavirae	Dicistroviridae		Centovirus
NC_023483	10176	segment	Viruses	Orthornavirae	Iflaviridae	Iflavirus	Iflavirus vomitus
NC_031747	6205	segment	Viruses	Orthornavirae	Solemoviridae	Polerovirus	White clover mottle virus
NC_031758	4860	segment M	Viruses	Orthornavirae	Tospoviridae	Orthotospovirus	Orthotospovirus cucurbichlorosis
NC_031759	3524	segment S	Viruses	Orthornavirae	Tospoviridae	Orthotospovirus	Orthotospovirus cucurbichlorosis
NC_031762	8885	segment L	Viruses	Orthornavirae	Tospoviridae	Orthotospovirus	Orthotospovirus cucurbichlorosis
NC_031757	4564	segment	Viruses	Shotokuvirae	Polyomaviridae		Polyomavirus sp.
NC_031752	11557	segment	Viruses	Orthornavirae	Endornaviridae	Betaendornavirus	Botrytis cinerea betaendornavirus 1
NC_031756	8155	segment	Viruses	Shotokuvirae	Papillomaviridae	Treiskappapapillomavirus	Treiskappapapillomavirus 1
NC_031754	2738	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Okra enation leaf curl virus
NC_031750	10562	segment	Viruses	Orthornavirae			Riptortus pedestris virus-1
NC_031749	10193	segment	Viruses	Orthornavirae	Iflaviridae		King virus
NC_031751	4662	segment	Viruses	Shotokuvirae	Parvoviridae	Amdoparvovirus	Amdoparvovirus sp.
NC_031753	2000	segment	Viruses	Shotokuvirae	Circoviridae	Circovirus	Circovirus porcine3
NC_031760	2753	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Cotton leaf curl virus
NC_031766	5979	segment RA11	Viruses	Orthornavirae	Secoviridae	Sadwavirus	Sadwavirus dioscoreae
NC_031763	3810	segment RA22	Viruses	Orthornavirae	Secoviridae	Sadwavirus	Sadwavirus dioscoreae
NC_031764	2600	segment A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Passionfruit leaf distortion virus
NC_031765	2572	segment B	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Passionfruit leaf distortion virus
NC_031761	131855	segment	Viruses		Baculoviridae	Alphabaculovirus	Alphabaculovirus angemmatalis
NC_031800	5857	segment	Viruses	Orthornavirae	Tombusviridae	Luteovirus	Luteovirus avii
NC_033737	4676	segment	Viruses	Shotokuvirae	Polyomaviridae		Pomona leaf-nosed bat associated polyomavirus
NC_033464	164540	segment	Viruses	Heunggongvirae	Orthoherpesviridae	Mardivirus	Mardivirus spheniscidalpha1
NC_031955	11931	segment	Viruses	Orthornavirae	Rhabdoviridae	Lyssavirus	Lyssavirus lleida
NC_032004	2757	segment	Viruses	Shotokuvirae	Geminiviridae	Mastrevirus	Sugarcane chlorotic streak virus
NC_031961	2613	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Common bean severe mosaic virus
NC_031960	7018	segment	Viruses	Orthornavirae	Fusariviridae		Nigrospora oryzae fusarivirus 1
NC_031988	11919	segment	Viruses	Orthornavirae	Rhabdoviridae	Lyssavirus	Lyssavirus gannoruwa
NC_032005	5108	segment	Viruses	Shotokuvirae	Polyomaviridae	Betapolyomavirus	Betapolyomavirus securanorvegicus
NC_032006	2632	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Tomato mottle leaf curl virus
NC_032087	10623	segment	Viruses	Orthornavirae	Iflaviridae		Euscelidius variegatus virus 1
NC_032106	4580	segment	Viruses	Orthornavirae	Totiviridae		Saccharomyces kudriavzevii virus L-A1
NC_032104	7599	segment	Viruses	Orthornavirae	Alphaflexiviridae	Allexivirus	Arachis pintoi virus
NC_032107	28363	segment	Viruses	Orthornavirae	Coronaviridae	Alphacoronavirus	NL63-related bat coronavirus strain BtKYNL63-9b
NC_032118	2791	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Vernonia crinkle virus
